GEO_ID|GEO_ID2|SUMLEVEL|GEO_NAME|P001001
Geography Identifier|Geography Identifier|Geographic Summary Level|Geography|Total population: Total
15000US110010030001|110010030001|150|Block Group 1, Census Tract 30, District of Columbia, District of Columbia|2829
15000US110010031001|110010031001|150|Block Group 1, Census Tract 31, District of Columbia, District of Columbia|2210
15000US110010031002|110010031002|150|Block Group 2, Census Tract 31, District of Columbia, District of Columbia|545
15000US110010032001|110010032001|150|Block Group 1, Census Tract 32, District of Columbia, District of Columbia|992
15000US110010032002|110010032002|150|Block Group 2, Census Tract 32, District of Columbia, District of Columbia|838
15000US110010032003|110010032003|150|Block Group 3, Census Tract 32, District of Columbia, District of Columbia|1460
15000US110010032004|110010032004|150|Block Group 4, Census Tract 32, District of Columbia, District of Columbia|1190
15000US110010033011|110010033011|150|Block Group 1, Census Tract 33.01, District of Columbia, District of Columbia|954
15000US110010033012|110010033012|150|Block Group 2, Census Tract 33.01, District of Columbia, District of Columbia|957
15000US110010033013|110010033013|150|Block Group 3, Census Tract 33.01, District of Columbia, District of Columbia|796
15000US110010033021|110010033021|150|Block Group 1, Census Tract 33.02, District of Columbia, District of Columbia|994
15000US110010033022|110010033022|150|Block Group 2, Census Tract 33.02, District of Columbia, District of Columbia|836
15000US110010034002|110010034002|150|Block Group 2, Census Tract 34, District of Columbia, District of Columbia|1712
15000US110010034003|110010034003|150|Block Group 3, Census Tract 34, District of Columbia, District of Columbia|1455
15000US110010034004|110010034004|150|Block Group 4, Census Tract 34, District of Columbia, District of Columbia|1082
15000US110010035001|110010035001|150|Block Group 1, Census Tract 35, District of Columbia, District of Columbia|1476
15000US110010035002|110010035002|150|Block Group 2, Census Tract 35, District of Columbia, District of Columbia|2022
15000US110010036001|110010036001|150|Block Group 1, Census Tract 36, District of Columbia, District of Columbia|3915
15000US110010037001|110010037001|150|Block Group 1, Census Tract 37, District of Columbia, District of Columbia|4990
15000US110010038001|110010038001|150|Block Group 1, Census Tract 38, District of Columbia, District of Columbia|3237
15000US110010038002|110010038002|150|Block Group 2, Census Tract 38, District of Columbia, District of Columbia|1481
15000US110010039001|110010039001|150|Block Group 1, Census Tract 39, District of Columbia, District of Columbia|2622
15000US110010039002|110010039002|150|Block Group 2, Census Tract 39, District of Columbia, District of Columbia|2021
15000US110010040011|110010040011|150|Block Group 1, Census Tract 40.01, District of Columbia, District of Columbia|1343
15000US110010040012|110010040012|150|Block Group 2, Census Tract 40.01, District of Columbia, District of Columbia|689
15000US110010040013|110010040013|150|Block Group 3, Census Tract 40.01, District of Columbia, District of Columbia|1442
15000US110010040021|110010040021|150|Block Group 1, Census Tract 40.02, District of Columbia, District of Columbia|706
15000US110010040022|110010040022|150|Block Group 2, Census Tract 40.02, District of Columbia, District of Columbia|2072
15000US110010041001|110010041001|150|Block Group 1, Census Tract 41, District of Columbia, District of Columbia|1812
15000US110010041003|110010041003|150|Block Group 3, Census Tract 41, District of Columbia, District of Columbia|758
15000US110010042011|110010042011|150|Block Group 1, Census Tract 42.01, District of Columbia, District of Columbia|1539
15000US110010042012|110010042012|150|Block Group 2, Census Tract 42.01, District of Columbia, District of Columbia|1853
