route_long_name,route_type,route_text_color,route_color,agency_id,route_id,route_url,route_desc,route_short_name
,3,,,KCM,100101,http://metro.kingcounty.gov/tops/bus/schedules/s021_0_.html,35  Av SW/Arbor Heights,21
,3,,,KCM,100102,http://metro.kingcounty.gov/tops/bus/schedules/s210_0_.html,Issaquah,210
,3,,,ST,100451,http://www.soundtransit.org/Riding-Sound-Transit/Schedules-and-Facilities/ST-Express-Bus/556-Weekday.xml,Issaquah/UW/NTC,556
,3,,,KCM,100184,http://metro.kingcounty.gov/tops/bus/schedules/s031_0_.html,Magnolia to University,31
,3,,,KCM,100058,http://metro.kingcounty.gov/tops/bus/schedules/s166_0_.html,Highline C C to Kent P&R,166
,3,,,KCM,100187,http://metro.kingcounty.gov/tops/bus/schedules/s312_0_.html,Woodinville/Bothell Express route,312
,3,,,KCM,100180,http://metro.kingcounty.gov/tops/bus/schedules/s306_0_.html,Kenmore tunnel route,306
,3,,,KCM,100228,http://metro.kingcounty.gov/tops/bus/schedules/s048_0_.html,Route 48,48
,3,,,KCM,100182,http://metro.kingcounty.gov/tops/bus/schedules/s308_0_.html,Aurora Village Via Lake Forest Park,308
,3,,,KCM,100183,http://metro.kingcounty.gov/tops/bus/schedules/s309_0_.html,Kenmore - S Lk Union - First Hill,309
,3,,,KCM,100052,http://metro.kingcounty.gov/tops/bus/schedules/s159_0_.html,Kent-Kangley-Timberlane--I-5-Seneca St.,159
,3,,,KCM,100053,http://metro.kingcounty.gov/tops/bus/schedules/s016_0_.html,Meridian,16
,3,,,KCM,100050,http://metro.kingcounty.gov/tops/bus/schedules/s155_0_.html,FAIRWOOD TO SOUTHCENTER,155
,3,,,KCM,100226,http://metro.kingcounty.gov/tops/bus/schedules/s046_0_.html,University - Ballard,46
,3,,,KCM,100221,http://metro.kingcounty.gov/tops/bus/schedules/s041_0_.html,Lake City/Northgate/CBD,41
,3,,,KCM,100057,http://metro.kingcounty.gov/tops/bus/schedules/s164_0_.html,GGreen River Coll-Kent P&R Via Lk. Meridian P&R,164
,3,,,KCM,100223,http://metro.kingcounty.gov/tops/bus/schedules/s043_0_.html,cbd/u-district,43
,3,,,KCM,100055,http://metro.kingcounty.gov/tops/bus/schedules/s162_0_.html,S.Hill Kent- I-5 - Seneca St.,162
,3,,,KCM,100253,http://metro.kingcounty.gov/tops/bus/schedules/s064_0_.html,Lake City - CBD - First Hill,64
,3,,,KCM,100289,http://metro.kingcounty.gov/tops/bus/schedules/s009_0_.html,broadway  /  rainier,9
,3,,,KCM,100343,http://metro.kingcounty.gov/tops/bus/schedules/s984_0_.html,Lakeside School to Central Area,984
,3,,,KCM,100287,http://metro.kingcounty.gov/tops/bus/schedules/s891_0_.html,Mercer Island HS South Island,891
,3,,,KCM,100286,http://metro.kingcounty.gov/tops/bus/schedules/s890_0_.html,Sammamish HS/Eastgate/Bellevue,890
,3,,,KCM,100285,http://metro.kingcounty.gov/tops/bus/schedules/s889_0_.html,Sammamish HS/International School,889
,3,,,KCM,100148,http://metro.kingcounty.gov/tops/bus/schedules/s257_0_.html,Seattle/Juanita/Kingsgate,257
,3,,,KCM,100283,http://metro.kingcounty.gov/tops/bus/schedules/s886_0_.html,Bellevue High School,886
,3,,,KCM,100282,http://metro.kingcounty.gov/tops/bus/schedules/s885_0_.html,Bellevue HS/International School,885
,3,,,KCM,100280,http://metro.kingcounty.gov/tops/bus/schedules/s085_0_.html,West Seattle Admiral/White Center,85
,3,,,KCM,100210,http://metro.kingcounty.gov/tops/bus/schedules/s036_0_.html,Jefferson Park/Rainier Beach,36
,3,,,KCM,100108,http://metro.kingcounty.gov/tops/bus/schedules/s216_0_.html,Sammamish/CBD,216
,3,,,KCM,100043,http://metro.kingcounty.gov/tops/bus/schedules/s149_0_.html,Black Diamond-Maple Valley-Renton Hub,149
,3,,,KCM,100347,http://metro.kingcounty.gov/tops/bus/schedules/s989_0_.html,Eastgate Lakeside,989
,3,,,KCM,100351,http://metro.kingcounty.gov/tops/bus/schedules/s995_0_.html,Laurelhurst-Lakeside-Evergreen Schools,995
,3,,,KCM,100350,http://metro.kingcounty.gov/tops/bus/schedules/s994_0_.html,Downtown/Magnolia/Ballard/Lakeside,994
,3,,,KCM,100198,http://metro.kingcounty.gov/tops/bus/schedules/s034_0_.html,Downtown Sea/Rainier Beach express,34
,3,,,KCM,100448,http://metro.kingcounty.gov/tops/bus/schedules/s248_0_.html,Redmond-Kirkland,248
,3,,,KCM,100113,http://metro.kingcounty.gov/tops/bus/schedules/s221_0_.html,Eastgate\Redmond,221
,3,,,KCM,100045,http://metro.kingcounty.gov/tops/bus/schedules/s150_0_.html,Kent-Southcenter to C.B.D. & Tunnel,150
,3,,,KCM,100447,http://metro.kingcounty.gov/tops/bus/schedules/s049_0_.html,CBD-Cap Hill-U Dist,49
,3,,,KCM,100345,http://metro.kingcounty.gov/tops/bus/schedules/s987_0_.html,Lakeside School-Rainier Beach,987
,3,,,KCM,100116,http://metro.kingcounty.gov/tops/bus/schedules/s225_0_.html,CPS/Eastgate/164 Av SE/Overlake,225
,3,,,KCM,100215,http://metro.kingcounty.gov/tops/bus/schedules/s373_0_.html,Aurora Village - University District,373
,3,,,KCM,100049,http://metro.kingcounty.gov/tops/bus/schedules/s154_0_.html,Tukwila Station  - Federal Center S.,154
,3,,,KCM,100269,http://metro.kingcounty.gov/tops/bus/schedules/s075_0_.html,UW - NTC - Ballard,75
,3,,,KCM,100190,http://metro.kingcounty.gov/tops/bus/schedules/s316_0_.html,Meridian Park express,316
,3,,,KCM,100487,http://metro.kingcounty.gov/tops/bus/schedules/s102_0_.html,Fairwood - Seattle,102
,3,,,KCM,100195,http://metro.kingcounty.gov/tops/bus/schedules/s330_0_.html,Lake City - Shoreline CC,330
,3,,,KCM,100194,http://metro.kingcounty.gov/tops/bus/schedules/s033_0_.html,Ft Lawton,33
,3,,,KCM,100041,http://metro.kingcounty.gov/tops/bus/schedules/s143_0_.html,Maple Valley & Renton to C.B.D. Via Sr 900 & I-5,143
,3,,,KCM,100040,http://metro.kingcounty.gov/tops/bus/schedules/s140_0_.html,Renton to Burien,140
,3,,,KCM,100212,http://metro.kingcounty.gov/tops/bus/schedules/s037_0_.html,Alki,37
,3,,,KCM,100042,http://metro.kingcounty.gov/tops/bus/schedules/s148_0_.html,Fairwood--S.Renton Hub Shuttle.,148
,3,,,KCM,100214,http://metro.kingcounty.gov/tops/bus/schedules/s372_0_.html,Woodinville/University,372
,3,,,KCM,100301,http://metro.kingcounty.gov/tops/bus/schedules/s918_0_.html,N KENT-KENT STATION DEMO SHUTTLE,918
,3,,,KCM,100047,http://metro.kingcounty.gov/tops/bus/schedules/s152_0_.html,Enumclaw-Auburn-Star Lk. I-5 to C.B.D.,152
,3,,,KCM,100217,http://metro.kingcounty.gov/tops/bus/schedules/s038_0_.html,909 Beacon Hill/Mt Baker TC Shuttle,38
