stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
47.3795547,,-122.323189,47305,,,,MARINE VIEW DR S & S 248TH ST,0,24
47.4685555,,-122.34156,47656,,,,SW 150TH ST & 6TH AVE SW,0,24
47.3771133,,-122.322609,47302,,,,S 251ST ST & MARINE VIEW DR S,0,24
47.4669075,,-122.338989,47653,,,,SW 152ND ST & 4TH AVE SW,0,24
47.4669418,,-122.33596,47652,,,,SW 152ND ST & 2ND AVE SW,0,24
47.6129837,,-122.314415,3030,,,,E UNION ST & 14TH AVE,0,21
47.5995216,,-122.286491,27700,,,,LKSIDE AVE S & S LESCHI PL,0,21
47.473896,,-122.347282,51450,,,,AMBAUM BLVD SW & SW 144TH ST,0,24
47.6280861,,-122.161491,74542,,,,NE 20TH ST & 132ND AVE NE,0,19
47.6899529,,-122.290604,25960,,,,35TH AVE NE & NE 85TH ST,0,21
47.6712875,,-122.354294,6510,,,,PHINNEY AVE N & N 58TH ST,0,21
47.5405273,,-122.266335,35130,,,,SEWARD PK AVE S & S WILLOW ST,0,21
47.6651764,,-122.359619,29630,,,,NW MARKET ST & NW 50TH ST,0,21
47.6753922,,-122.16906,73700,,,,NE 80TH ST & 128TH AVE NE,0,19
47.5703659,,-122.395325,39480,,,,SW CHARLESTOWN ST & 49TH AVE SW,0,21
47.6752434,,-122.174248,73870,,,,NE 80TH ST & 124TH AVE NE,0,19
47.579258,,-122.312302,3810,,,,BEACON AVE S & S LANDER ST,0,74
47.5173874,,-122.270172,55480,,,,RENTON AVE S & 51ST AVE S,0,21
47.713028,,-122.180107,74730,,,,120TH AVE NE & TOTEM LK WAY,0,19
47.7149391,,-122.181839,74731,,,,NE 128TH ST & 120TH AVE NE,0,19
47.7099228,,-122.177567,74733,,,,TOTEM LK BLVD & 120TH AVE NE,0,19
47.7148819,,-122.185242,74734,,,,NE 128TH ST & I-405,0,19
47.7148819,,-122.185806,74735,,,,NE 128TH ST & 116TH AVE NE,0,19
47.7169113,,-122.185791,74736,,,,TOTEM LK BLVD & NE 130TH PL,0,19
47.7183723,,-122.180473,74737,,,,NE 132ND ST & 120TH AVE NE,0,19
47.5341225,,-122.266907,34620,,,,SEWARD PK AVE S & S WILDWOOD LN,0,21
47.5857506,,-122.30368,8450,,,,RAINIER AVE S & S PLUM ST,0,21
47.7559395,,-122.148979,76996,,,,NE WOODINVILLE DUVAL RD & NE 178TH ST,0,19
47.754406,,-122.152199,76990,,,,NE 175TH ST & 140TH AVE NE,0,19
47.6371307,,-122.388702,31360,,,,THORNDYKE AVE W & W NEWTON ST,0,21
47.6126938,,-122.302818,35860,,,,23RD AVE & E UNION ST,0,21
47.3865929,,-122.299606,50500,,,,S 240TH ST & 26TH PL S,0,24
47.6854782,,-122.336563,35680,,,,EAST GREEN LK DR N & WALLINGFORD AVE N,0,21
47.5073318,,-122.270226,55260,,,,51ST AVE S & S 107TH ST,0,26
47.7466507,,-122.334541,16640,,,,MERIDIAN AVE N & N 163RD ST,0,18
47.7677155,,-122.346535,16132,,,,N 192ND ST & AURORA AVE N,0,18
47.7740936,,-122.34478,16130,,,,N 200TH ST & AURORA AVE N,0,18
47.4412117,,-122.22464,60374,,,,SW 43RD ST & LIND AVE SW,0,24
47.6221046,,-122.343857,6160,,,,AURORA AVE N & HARRISON ST,0,21
47.304306,,-122.327599,60815,,,,S 333RD ST & 8TH AVE S,0,24
47.630825,,-122.137802,84818,,,,152ND AVE NE & NE 24TH ST,0,19
47.3049393,,-122.323898,60817,,,,PRIVATE RD & S 333RD ST,0,24
47.4014473,,-122.297508,60810,,,,PACIFIC HWY S & S 224TH ST,0,24
47.5118141,,-122.1856,56680,,,,EDMONDS AVE NE & NE 23RD ST,0,24
47.6307869,,-122.143158,84810,,,,148TH AVE NE & NE 24TH ST,0,19
47.4763298,,-122.302261,52900,,,,24TH AVE S & S 142ND ST,0,24
47.6321259,,-122.320305,10990,,,,10TH AVE E & E GALER ST,0,21
47.4411888,,-122.220695,60370,,,,SW 43RD ST & E VALLEY HWY,0,24
47.6506004,,-122.392784,24610,,,,28TH AVE W & W BERTONA ST,0,21
47.4412231,,-122.227753,60372,,,,SW 43RD ST & OAKESDALE AVE SW,0,24
47.5785255,,-122.12883,65335,,,,SE EASTGATE WAY & SE 35TH PL,0,19
47.4804993,,-122.20871,46478,,,,RENTON TC,0,24
47.4804993,,-122.208191,46479,,,,RENTON TC,0,24
47.4807816,,-122.208778,46476,,,,RENTON TC,0,24
47.4807816,,-122.208549,46477,,,,RENTON TC,0,24
47.4815979,,-122.202896,46474,,,,MILL AVE S & S 2ND ST,0,24
47.7117157,,-122.290756,24940,,,,35TH AVE NE & NE 115TH ST,0,21
47.7037811,,-122.312477,38990,,,,15TH AVE NE & NE 104TH ST,0,21
47.7442665,,-122.353127,75460,,,,DAYTON AVE N & N 160TH ST,0,18
47.6177864,,-122.351242,2212,,,,BROAD ST & 2ND AVE,0,21
47.6179619,,-122.354469,2210,,,,1ST AVE & BAY ST,0,21
47.6209717,,-122.347404,2215,,,,BROAD ST & 5TH AVE N,0,21
47.5610771,,-122.387634,31811,,,,SW ALASKA ST & 44TH AVE SW,0,21
47.7084923,,-122.317421,81367,,,,NE NORTHGATE WAY & ROOSEVELT WAY NE,0,21
47.6176834,,-122.351654,2218,,,,BROAD ST & 2ND AVE,0,21
47.7087288,,-122.317955,81363,,,,ROOSEVELT WAY NE & NE NORTHGATE WAY,0,21
47.5628777,,-122.387169,31818,,,,SW OREGON ST & CALIFORNIA AVE SW,0,21
47.6801605,,-122.203766,74590,,,,3RD ST & 7TH AVE,0,19
47.723278,,-122.334511,43020,,,,N 130TH ST & MERIDIAN AVE N,0,21
47.7352905,,-122.302071,96059,,,,25TH AVE NE & NE 147TH ST,0,18
47.5758171,,-122.409012,14963,,,,SW ADMIRAL WAY & 60TH AVE SW,0,21
47.7759094,,-122.385956,75640,,,,23RD PL NW & 21ST PL NW,0,18
47.61446,,-122.320686,41970,,,,BROADWAY AVE & E PIKE ST,0,21
47.6743584,,-122.33316,17510,,,,WOODLAWN AVE N & N 63RD ST,0,21
47.679184,,-122.290466,25090,,,,35TH AVE NE & NE 70TH ST,0,21
47.6033783,,-122.16951,70039,,,,128TH AVE SE & SE 7TH PL,0,19
47.6034889,,-122.169304,70038,,,,128TH AVE SE & SE 7TH PL,0,19
47.6055641,,-122.169495,70037,,,,128TH AVE SE & SE 4TH PL,0,19
47.6058121,,-122.169304,70036,,,,128TH AVE SE & SE 4TH PL,0,19
47.6346703,,-122.35656,4510,,,,BLAINE ST & QUEEN ANNE AVE N,0,21
47.6165085,,-122.326683,13460,,,,BELLEVUE AVE & E OLIVE ST,0,21
47.6123428,,-122.172119,70033,,,,NE 2ND ST & 126TH AVE NE,0,19
47.6140823,,-122.175026,70032,,,,124TH AVE NE & NE 5TH ST,0,19
47.6141434,,-122.174835,70031,,,,124TH AVE NE & NE 4TH ST,0,19
47.7184143,,-122.19664,85280,,,,NE 132ND ST & 109TH AVE NE,0,19
47.634079,,-122.311806,11640,,,,GRANDVIEW PL E & E GARFIELD ST,0,21
47.5403023,,-122.212936,62412,,,,E MERCER WAY & SE 70TH PL,0,19
47.5406151,,-122.2164,62410,,,,SE 70TH PL & 92ND AVE SE,0,19
47.2859917,,-122.174545,58820,,,,AUBURN WAY S & POPLAR ST SE,0,24
47.3228035,,-122.313171,60670,,,,PACIFIC HWY S & S 312TH ST,0,24
47.6394882,,-122.399956,20660,,,,W MCGRAW ST & 33RD AVE W,0,21
47.5558281,,-122.356995,36560,,,,SW DAWSON ST & 18TH AVE SW,0,21
47.5302734,,-122.35495,21390,,,,16TH AVE SW & SW ELMGROVE ST,0,21
47.4878922,,-122.327377,85069,,,,SR 509 & S 128TH ST,0,24
47.4045753,,-122.280334,80019,,,,RIVERVIEW BLVD S & S 219TH ST,0,24
47.4033546,,-122.280785,80016,,,,RIVERVIEW BLVD S & S 221ST PL,0,24
47.5585022,,-122.339455,85066,,,,EAST MARGINAL WAY S & S HUDSON ST,0,21
47.5535393,,-122.337105,85067,,,,EAST MARGINAL WAY S & S LUCILE ST,0,21
47.5618706,,-122.33947,85062,,,,EAST MARGINAL WAY S & DIAGONAL AVE S,0,21
47.401844,,-122.28376,80011,,,,44TH AVE S & 39TH PL S,0,24
47.4795723,,-122.333923,48440,,,,1ST AVE S & SW 138TH ST,0,24
47.6375809,,-122.395409,20910,,,,CONDON WAY W & W CROCKETT ST,0,21
47.5576134,,-122.334114,48110,,,,1ST AVE S & S HUDSON ST,0,21
47.4082565,,-122.038025,99410,,,,SR 169 & SE 216TH PL,0,40
47.3225365,,-122.006676,99411,,,,SR 169 & 31100 BLOCK,0,40
47.415535,,-122.043762,99412,,,,RENTON MAPLE VALL RD & SE 207TH ST,0,40
47.3223572,,-122.006813,99413,,,,SR 169 & UNNAMED,0,40
47.4241867,,-122.051109,99414,,,,RENTON MAPLE VALL RD & SE 206TH ST,0,40
47.6752701,,-122.17556,70695,,,,NE 80TH ST & 123RD AVE NE,0,19
47.3183746,,-122.004761,99417,,,,SR 169 & BLACK DIAMOND-RAV RD SE,0,40
47.3182755,,-122.004929,99418,,,,SR 169 & BLACK DIAMOND-RAV RD SE,0,40
47.5282745,,-122.231049,63090,,,,W MERCER WAY & SE 85TH ST,0,19
47.5271606,,-122.229614,63092,,,,W MERCER WAY & SE 85TH ST,0,19
47.59935,,-122.302025,11910,,,,S JACKSON ST & 23RD AVE S,0,21
47.6151733,,-122.344322,18420,,,,BELL ST & 4TH AVE,0,1
47.6445503,,-122.302727,71344,,,,MONTLAKE FRWY STA,0,21
47.6401062,,-122.219162,71342,,,,SR 520 & 92ND AVE NE,0,19
47.6372299,,-122.236938,71343,,,,SR 520 & EVERGREEN PT RD,0,19
47.6315765,,-122.141792,71340,,,,NE 24TH ST & 148TH AVE NE,0,19
47.6525917,,-122.138237,71341,,,,SR 520 & NE 51ST ST,0,19
47.5184784,,-122.283569,30190,,,,39TH AVE S & S CAMBRIDGE ST,0,21
47.5789795,,-122.400528,15610,,,,SW ADMIRAL WAY & SW LANDER ST,0,21
47.7529716,,-122.224808,76340,,,,NE BOTHELL WAY & 91ST AVE NE,0,19
47.7118797,,-122.34491,7040,,,,AURORA AVE N & N 115TH ST,0,21
47.4492645,,-122.277588,53410,,,,MILITARY RD S & S 172ND ST,0,24
47.5601616,,-122.220612,63320,,,,ISLAND CREST WAY & SE 48TH ST,0,19
47.6218643,,-122.342476,18390,,,,DEXTER AVE N & HARRISON ST,0,21
47.6831665,,-122.285309,37740,,,,40TH AVE NE & NE 75TH ST,0,21
47.5901794,,-122.307289,8608,,,,RAINIER AVE S & I-90,0,21
47.5713577,,-122.314522,30770,,,,S COLUMBIAN WAY & S SPOKANE ST,0,21
47.4361496,,-122.324608,50260,,,,8TH AVE S & S 186TH ST,0,24
47.7318344,,-122.307411,39360,,,,20TH AVE NE & NE 143RD ST,0,21
47.6130104,,-122.300453,2980,,,,E UNION ST & 25TH AVE,0,21
47.6600075,,-122.39859,24370,,,,W GOVERNMENT WAY & 32ND AVE W,0,21
47.6456566,,-122.201813,68920,,,,LK WASHINGTON BLVD NE & NE 38TH PL,0,19
47.6168556,,-122.119591,68250,,,,NE 8TH ST & 165TH AVE NE,0,19
47.4341965,,-122.335327,47530,,,,1ST AVE S & NORMANDY PK DR SW,0,24
47.4924507,,-122.333679,47820,,,,1ST AVE S & S 124TH ST,0,24
47.5955849,,-122.197495,67950,,,,BELLEVUE WAY SE & 108TH AVE SE,0,19
47.6169128,,-122.114555,67400,,,,NE 8TH ST & 170TH PL NE,0,19
47.6929626,,-122.105812,74142,,,,NE 104TH ST & 176TH AVE NE,0,19
47.4561577,,-122.325562,50190,,,,DES MOINES MEMORI DR S & S 164TH ST,0,24
47.6383324,,-122.353416,4355,,,,BOSTON ST & 2ND AVE N,0,21
47.5771713,,-122.405312,15630,,,,SW ADMIRAL WAY & 57TH AVE SW,0,21
47.4847374,,-122.333717,47790,,,,1ST AVE S & S 134TH ST,0,24
47.7590828,,-122.243942,76527,,,,NE 181ST ST & 73RD AVE NE,0,19
47.7610435,,-122.250885,76526,,,,NORTHSHORE P&R & 68TH AVE NE,0,19
47.640686,,-122.185669,72864,,,,116TH AVE NE & NE 34TH ST,0,19
47.762291,,-122.24971,76524,,,,68TH AVE NE & NE 185TH ST,0,19
47.7645721,,-122.249641,76522,,,,68TH AVE NE & 18700 BLOCK,0,19
47.7154198,,-122.29763,38145,,,,LK CITY WAY NE & NE 120TH ST,0,21
47.6405373,,-122.185463,72861,,,,116TH AVE NE & NE 34TH ST,0,19
47.6109695,,-122.339043,430,,,,3RD AVE & PINE ST,0,1
47.609787,,-122.337952,431,,,,3RD AVE & PIKE ST,0,1
47.5955048,,-122.301437,12660_merged_41982029,,,,S DEARBORN ST & 24TH AVE S,0,21
47.6744118,,-122.143227,73110,,,,148TH AVE NE & NE REDMOND WAY,0,19
47.6766052,,-122.153526,73112,,,,REDMOND WAY & 140TH AVE NE,0,19
47.5741692,,-122.413506,32870,,,,63RD AVE SW & SW HINDS ST,0,21
47.486618,,-122.230736,55010,,,,RENTON AVE S & S 130TH ST,0,24
47.315052,,-122.307831,61332,,,,S 320TH ST & 20TH AVE S,0,24
47.3150826,,-122.3125,61330,,,,S 320TH ST & PACIFIC HWY S,0,24
47.311676,,-122.306046,61336,,,,S 324TH ST & 17TH AVE S,0,24
47.3125076,,-122.303543,61335,,,,23RD AVE S & S 322ND ST,0,24
47.3117065,,-122.311081,61338,,,,S 324TH ST & 17TH AVE S,0,24
47.4453239,,-122.194176,60310,,,,SE 176TH ST & 110TH AVE SE,0,24
47.6297188,,-122.035347,81861,,,,228TH AVE NE & NE 22ND ST,0,19
47.6343994,,-122.279907,12450,,,,E MADISON ST & 41ST AVE E,0,21
47.6184959,,-122.345139,2247,,,,DENNY WAY & 6TH AVE,0,21
47.753727,,-122.275841,76830,,,,BOTHELL WAY NE & BALLINGER WAY NE,0,19
47.6185188,,-122.35112,2240,,,,DENNY WAY & 3RD AVE,0,21
47.7124786,,-122.32328,23800,,,,5TH AVE NE & NE 115TH ST,0,21
47.6032524,,-122.184822,82718,,,,I-405 & SE 8TH ST,0,19
47.6724281,,-122.325386,27130,,,,LATONA AVE NE & NE 60TH ST,0,21
47.4020538,,-122.321167,49030,,,,S 223RD ST & 10TH AVE S,0,24
47.6684456,,-122.187485,82716,,,,I-405 & NE 70TH PL,0,19
47.6428337,,-122.323524,25400,,,,BOYLSTON AVE E & E ROANOKE ST,0,21
47.6682663,,-122.290291,25150,,,,35TH AVE NE & NE 55TH ST,0,21
47.6240654,,-122.201553,69330,,,,BELLEVUE WAY NE & NE 15TH ST,0,19
47.6557503,,-122.325592,27010,,,,LATONA AVE NE & NE 40TH ST,0,21
47.6279945,,-122.166321,74472,,,,NE 20TH ST & 130TH AVE NE,0,19
47.6279602,,-122.161682,74476,,,,NE 20TH ST & 132ND AVE NE,0,19
47.7366676,,-122.334251,16580,,,,MERIDIAN AVE N & N 148TH ST,0,18
47.6278801,,-122.152748,74478,,,,NE 20TH ST & 140TH AVE NE,0,19
47.6125069,,-122.289421,12690,,,,34TH AVE & E UNION ST,0,21
47.6034775,,-122.322968,42010,,,,9TH AVE & ALDER ST,0,21
47.3056831,,-122.361015,42540,,,,21ST AVE SW & SW 330TH ST,0,24
47.5795746,,-122.321503,21890,,,,AIRPT WAY S & S LANDER ST,0,21
47.4706078,,-122.333961,52222,,,,1ST AVE S & SW 148TH ST,0,24
47.5171967,,-122.270195,56270,,,,RENTON AVE S & 51ST AVE S,0,21
47.4849167,,-122.349083,52220,,,,AMBAUM BLVD SW & SW 132ND ST,0,24
47.4712753,,-122.333755,52221,,,,1ST AVE S & SR 518,0,24
47.516571,,-122.269341,56275,,,,RENTON AVE S & S ROXBURY ST,0,21
47.717598,,-122.283943,10830,,,,SAND PT WAY NE & NE 123RD ST,0,21
47.7530441,,-122.345482,75870,,,,AURORA AVE N & N 170TH ST,0,18
47.5402107,,-122.343048,51830,,,,HIGHLAND PK WAY SW & WEST MARGINAL WAY S,0,21
47.5282135,,-122.364922,39965,,,,SW THISTLE ST & 25TH AVE SW,0,21
47.4884109,,-122.302216,53170,,,,24TH AVE S & S 128TH ST,0,24
47.5469894,,-122.387093,19800,,,,CALIFORNIA AVE SW & SW GRAHAM ST,0,21
47.5172653,,-122.350327,21090,,,,SW ROXBURY ST & 12TH AVE SW,0,6
47.5335808,,-122.221909,63660,,,,ISLAND CREST WAY & SE 78TH ST,0,19
47.5675125,,-122.409615,32920,,,,BEACH DR SW & SW CARROLL ST,0,21
47.6760674,,-122.37101,97243,,,,NW 65TH ST & 11TH AVE NW,0,21
47.5634689,,-122.305481,3400,,,,BEACON AVE S & VA HOSPITAL,0,21
47.3224678,,-122.345688,61800,,,,SW 312TH ST & 8TH AVE SW,0,24
47.5480461,,-122.286743,56099,,,,MARTIN L KING JR WAY S & S RAYMOND ST,0,21
47.6699028,,-122.325645,26260,,,,LATONA AVE NE & NE 57TH ST,0,21
47.6775932,,-122.32869,17180,,,,WOODLAWN AVE NE & 1ST AVE NE,0,21
47.456356,,-122.360641,52595,,,,21ST AVE SW & SW 164TH ST,0,24
47.4703026,,-122.289513,53310,,,,MILITARY RD S & S 148TH ST,0,24
47.4687347,,-122.288643,53313,,,,S 150TH ST & MILITARY RD S,0,24
47.4263878,,-122.197166,57320,,,,108TH AVE SE & SE 196TH ST,0,24
47.6757088,,-122.277,37510,,,,NE 65TH ST & WELLESLEY WAY NE,0,21
47.436409,,-122.324371,49180,,,,8TH AVE S & S 186TH ST,0,24
47.5757141,,-122.227089,63400,,,,ISLAND CREST WAY & SE 39TH ST,0,19
47.506588,,-122.30394,49630,,,,DES MOINES MEMORI DR S & S 108TH ST,0,24
47.5768814,,-122.228134,63404,,,,ISLAND CREST WAY & SE 39TH ST,0,19
47.611187,,-122.348488,1833,,,,ALASKAN WAY & BELL ST,0,21
47.672699,,-122.111969,84014,,,,AVONDALE WAY NE & 170TH PL NE,0,19
47.6755028,,-122.105881,84015,,,,AVONDALE RD NE & NE UNION HILL RD,0,19
47.7260818,,-122.323654,75255,,,,5TH AVE NE & NE 131ST PL,0,21
47.9074554,,-122.270935,75256,,,,AIRPT RD & 100TH ST SW,0,17
47.913456,,-122.272835,75257,,,,94TH ST SW & 29TH AVE W,0,17
47.9308128,,-122.270073,75251,,,,BOEING PERIMETER RD & GATE E-80,0,17
47.9316711,,-122.265678,75252,,,,BOEING ACCESS RD & LOT N-8,0,17
47.9275551,,-122.264854,75253,,,,BOEING ACCESS RD & GATE E-77,0,17
47.6256523,,-122.358772,2150,,,,W ROY ST & 2ND AVE W,0,21
47.6268005,,-122.360535,2400,,,,W OLYMPIC PL & 3RD AVE W,0,21
47.4882202,,-122.202293,45240,,,,PARK AVE N & N 4TH ST,0,24
47.613678,,-122.195023,85725,,,,NE 4TH ST & 108TH AVE NE,0,19
47.6099854,,-122.190094,85728,,,,MAIN ST & 112TH AVE SE,0,19
47.3813858,,-122.231171,58148,,,,CENTRAL AVE S & E MEEKER ST,0,24
47.4153976,,-122.249557,58145,,,,68TH AVE S & S 208TH ST,0,24
47.4885521,,-122.307678,49450,,,,S 128TH ST & 20TH AVE S,0,24
47.4119873,,-122.226936,58146,,,,S 212TH ST & 84TH AVE S,0,24
47.4119225,,-122.237984,58141,,,,S 212TH ST & 76TH AVE S,0,24
47.4261322,,-122.249504,58140,,,,68TH AVE S & S 196TH ST,0,24
47.4119606,,-122.23262,58142,,,,S 212TH ST & 84TH AVE S,0,24
47.6155052,,-122.195473,68003,,,,BELLEVUE TC,0,19
47.6155052,,-122.195641,68002,,,,BELLEVUE TC,0,19
47.6155167,,-122.196144,68001,,,,NE 6TH ST & 106TH AVE NE,0,19
47.6042786,,-122.201256,68000,,,,BELLEVUE WAY SE & SE 6TH ST,0,19
47.6154327,,-122.196198,68007,,,,108TH AVE NE & NE 6TH ST,0,19
47.6154938,,-122.194153,68006,,,,BELLEVUE TC,0,19
47.6154938,,-122.194504,68005,,,,BELLEVUE TC,0,19
47.6155052,,-122.195274,68004,,,,BELLEVUE TC,0,19
47.7115288,,-122.207718,70200,,,,100TH AVE NE & NE 124TH ST,0,19
47.4626846,,-122.20475,59810,,,,S PUGET DR & BENSON RD S,0,24
47.6658058,,-122.153427,70758,,,,140TH AVE NE & NE OLD REDMOND RD,0,19
47.6219063,,-122.307434,13250,,,,19TH AVE E & E HARRISON ST,0,21
47.6994591,,-122.164673,81564,,,,132ND AVE NE & NE 110TH PL,0,19
47.614254,,-122.105019,71153,,,,WEST LK SAMMAMISH PKWY NE & 177TH LN NE,0,19
47.6094742,,-122.110901,71152,,,,WEST LK SAMMAMISH PKWY NE & NE 2ND PL,0,19
47.6095009,,-122.110657,71151,,,,WEST LK SAMMAMISH PKWY NE & NE 2ND PL,0,19
47.6421127,,-122.103912,71150,,,,WEST LK SAMMAMISH PKWY NE & 177TH AVE NE,0,19
47.6215096,,-122.092819,71156,,,,WEST LK SAMMAMISH PKWY NE & NE 15TH PL,0,19
47.6210938,,-122.093102,71155,,,,WEST LK SAMMAMISH PKWY NE & NE 15TH PL,0,19
47.6143913,,-122.105087,71154,,,,WEST LK SAMMAMISH PKWY NE & 177TH LN NE,0,19
47.6311913,,-122.112732,71400,,,,NE 24TH ST & 171ST AVE NE,0,19
47.6031494,,-122.320892,41920,,,,TERRY AVE & SPRUCE ST,0,21
47.3787308,,-122.215706,62204,,,,CANYON DR SE & 94TH AVE S,0,24
47.7283401,,-122.307411,38770,,,,NE 137TH ST & 20TH AVE NE,0,21
47.5823097,,-122.248604,62750,,,,W MERCER WAY & SE 32ND ST,0,19
47.6960373,,-122.16478,81568,,,,132ND AVE NE & NE 106TH PL,0,19
47.3003006,,-122.224037,58360,,,,AUBURN WAY S & 8TH ST SE,0,24
47.6634369,,-122.375969,14200,,,,15TH AVE NW & NW LEARY WAY,0,21
47.6181488,,-122.285156,3300,,,,MADRONA DR & 38TH AVE,0,21
47.7471466,,-122.358665,5493,,,,SHORELINE CC,0,18
47.5776711,,-122.328949,30560,,,,4TH AVE S & S FOREST ST,0,21
47.7289124,,-122.292175,76750,,,,LK CITY WAY NE & NE 137TH ST,0,21
47.4551506,,-122.334007,48580,,,,1ST AVE S & SW 164TH PL,0,24
47.5900917,,-122.306892,40140,,,,I-90 & RAINIER FRWY STA,0,21
47.330986,,-122.345169,83540,,,,SW DASH PT RD & 8TH AVE SW,0,24
47.4244308,,-122.33519,47490,,,,1ST AVE S & S 199TH ST,0,24
47.6549797,,-122.372116,18180,,,,W NICKERSON ST & 12TH AVE W,0,21
47.6323738,,-122.227783,72980,,,,84TH AVE NE & NE 24TH ST,0,19
47.5855408,,-122.148415,72983,,,,KELSEY CREEK RD & TYE RIVER RD,0,19
47.3714256,,-122.186668,85878,,,,116TH AVE SE & SE 258TH ST,0,24
47.5856438,,-122.148186,72984,,,,KELSEY CREEK RD & TYE RIVER RD,0,19
47.4070168,,-122.176147,85873,,,,124TH AVE SE & SE 217TH PL,0,24
47.4048042,,-122.174438,85876,,,,124TH AVE SE & SE 221ST ST,0,24
47.6431007,,-122.302849,29380,,,,EAST MONTLAKE PL E & E ROANOKE ST,0,21
47.7412605,,-122.189041,70040,,,,JUANITA WOODINVIL WAY NE & 115TH AVE NE,0,19
47.3152313,,-122.315331,83760,,,,S 320TH ST & PACIFIC HWY S,0,24
47.6002426,,-122.330368,515,,,,3RD AVE S & S MAIN ST,0,1
47.6535721,,-122.31205,29430,,,,15TH AVE NE & NE PACIFIC ST,0,21
47.6611481,,-122.292465,29920,,,,NE 45TH ST & MARY GATES MEMORI DR NE,0,21
47.5976601,,-122.328217,623,,,,INTL DIST TNL STA,0,71
47.5979462,,-122.32782,622,,,,INTL DIST TNL STA,0,71
47.5984535,,-122.32782,621,,,,INTL DIST TNL STA,0,71
47.5988159,,-122.328896,620,,,,4TH AVE S & S JACKSON ST,0,21
47.6807137,,-122.398499,18020,,,,32ND AVE NW & NW 72ND ST,0,21
47.6008072,,-122.329048,625,,,,S WASHINGTON ST & 4TH AVE S,0,1
47.598381,,-122.328186,624,,,,INTL DIST TNL STA,0,71
47.601223,,-122.32888,628,,,,4TH AVE S & S WASHINGTON ST,0,1
47.6870956,,-122.322861,23650,,,,5TH AVE NE & NE 80TH ST,0,21
47.5791969,,-122.396996,15002,,,,SW ADMIRAL WAY & 51ST AVE SW,0,21
47.5785828,,-122.400917,15000,,,,SW ADMIRAL WAY & SW STEVENS ST,0,21
47.6675911,,-122.201797,72180,,,,STATE ST S & 10TH AVE S,0,19
47.5968323,,-122.287453,27720,,,,LKSIDE AVE S & S LANE ST,0,21
47.6794167,,-122.164589,73852,,,,NE 85TH ST & 132ND AVE NE,0,19
47.6933441,,-122.290535,25980,,,,35TH AVE NE & NE 89TH ST,0,21
47.6611023,,-122.397842,31160,,,,W GOVERNMENT WAY & 31ST AVE W,0,21
47.6687469,,-122.363228,29650,,,,NW MARKET ST & 5TH AVE NW,0,21
47.7451782,,-122.323715,77800,,,,5TH AVE NE & NE 160TH ST,0,18
47.7633133,,-122.345207,77805,,,,N 185TH ST & AURORA AVE N,0,18
47.5441017,,-122.264282,35110,,,,SEWARD PK AVE S & S MORGAN ST,0,21
47.6639099,,-122.093422,72324,,,,NE 65TH ST & 185TH AVE NE,0,19
47.6719551,,-122.1334,72455,,,,WEST LK SAMMAMISH WAY NE & NE OLD REDMOND RD,0,19
47.6633835,,-122.087563,72326,,,,NE 65TH ST & 185TH AVE NE,0,19
47.6681175,,-122.176994,72320,,,,NE 70TH ST & 122ND AVE NE,0,19
47.5697479,,-122.30764,3870,,,,BEACON AVE S & JEFF COMM CENTER,0,21
47.6607971,,-122.094551,72329,,,,NE REDMOND WAY & 185TH AVE NE,0,19
47.5124588,,-122.269951,55460,,,,51ST AVE S & S GAZELLE ST,0,21
47.6698227,,-122.130341,72458,,,,WEST LK SAMMAMISH PKWY NE & LEARY WAY,0,19
47.6661987,,-122.193192,72280,,,,NE 68TH ST & 110TH AVE NE,0,19
47.5299263,,-122.26622,34600,,,,SEWARD PK AVE S & S BUDD CT,0,21
47.6456985,,-122.39283,24580,,,,28TH AVE W & W FULTON ST,0,21
47.6645203,,-122.312042,35800,,,,15TH AVE NE & NE 50TH ST,0,21
47.3853989,,-122.286575,50520,,,,MILITARY RD S & S 242ND ST,0,24
47.6393089,,-122.387077,31380,,,,THORNDYKE AVE W & W LYNN ST,0,21
47.2965965,,-122.376732,61470,,,,35TH AVE SW & SW 340TH PL,0,24
47.2971802,,-122.376663,61473,,,,SW 340TH ST & 35TH AVE SW,0,24
47.5133133,,-122.264091,55200,,,,RENTON AVE S & S NORFOLK ST,0,21
47.6755562,,-122.387688,19320,,,,24TH AVE NW & NW 65TH ST,0,21
47.5720215,,-122.370628,32601,,,,HARBOR AVE SW & 30TH AVE SW,0,21
47.2828598,,-122.364265,61478,,,,29TH ST NE & 62ND AVE NE,0,36
47.6245384,,-122.143318,84830,,,,148TH AVE NE & NE 16TH ST,0,19
47.4863281,,-122.302055,52960,,,,24TH AVE S & S 130TH PL,0,24
47.6210365,,-122.180107,84832,,,,NE 12TH ST & 120TH AVE NE,0,19
47.4558792,,-122.357269,53620,,,,SW 164TH ST & 19TH AVE SW,0,24
47.513813,,-122.379272,22290,,,,SW 100TH ST & 37TH AVE SW,0,21
47.5102081,,-122.375793,22520,,,,35TH AVE SW & SW 104TH ST,0,21
47.6613083,,-122.331024,29234,,,,N 45TH ST & CORLISS AVE N,0,21
47.6290588,,-122.371735,13890,,,,ELLIOTT AVE W & W PROSPECT ST,0,21
